o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,o34,o35,o36,o37,o38,o39,o40,o41,o42,o43,o44,o45,o46,o47,o48,o49,o50,o51,o52,o53,o54,o55,o56,o57,o58,o59,o60,o61,o62,o63,o64,o65,o66
0.002568032,0,0,0,0.012110964,0.060892999,0.087482166,0.002155878,2.11E-05,1.06E-05,0.016655218,0,0.001003963,0.000126816,0.008137384,0.000951123,0.000486129,0,0.000126816,7.40E-05,0.115075297,0,0,0,0,0,0.003571995,0,0,0,0,0,0,0,1.06E-05,0,7.40E-05,0.000179657,0,3.17E-05,0,0,0,0.057796565,0.552972259,0,0,0,1.06E-05,0,0.001331572,0.000887715,0,0,0,0.058335535,0.016908851,0,1.06E-05,0,0,0,0,0,0,0
0.003762658,0,7.74E-06,0,0.000301942,0.019664922,0.097356849,0.00085163,4.65E-05,3.10E-05,0.013022204,0,0.0001471,3.10E-05,0.063229692,0.000216779,0.000108389,0,3.87E-05,7.74E-06,0.094678084,0,0,2.32E-05,0,0,0.001989718,0,0,0,0,0,0,0,7.74E-06,7.74E-06,0.000387105,3.87E-05,0,0,2.32E-05,0,0,0.055998575,0.579557772,0,0,0,0,0,0.000247747,0.000278715,0,6.97E-05,0,0.06728655,0.000464526,0,3.10E-05,8.52E-05,0,0,0,0,0,0
0.003033906,0,0,0,0.000655679,0.109387329,0.084804908,0.00207817,0,0,0.017036551,0,0.001822566,0.000222264,0.002411567,0.001600302,0.000288943,7.78E-05,0.000200038,5.56E-05,0.242645833,0,0,0,0,0,0.001933699,0,0,0,0,0,0,0,0,0,5.56E-05,2.22E-05,0,0.000100019,0,0,0,0.064834469,0.421790783,0,0,0,0,0,0.000722359,0.000166698,0,0,0,0.027082893,0.016947646,0,0,2.22E-05,0,0,0,0,0,0
0.002626442,0,0,0,0.003026288,0.040564803,0.075061349,0.001944351,1.57E-05,2.35E-05,0.016158496,0,0.000776172,7.84E-06,0.032708998,0.000572329,0.000101922,7.84E-06,9.41E-05,0,0.015053038,0,0,0,0,0,0.002736203,0,0,0,0,0,0,0,0,7.84E-06,3.92E-05,7.84E-05,0,1.57E-05,7.84E-06,0,0,0.091329607,0.606637449,0,0,0,0,0,0.000689931,0.000243044,0,7.84E-06,0,0.105614313,0.003833821,0,0,1.57E-05,0,0,0,0,0,0
0.004230992,0,0,0,0.003198008,0.057337729,0.054663289,0.001882013,5.66E-05,1.42E-05,0.013626909,0,0.002292377,7.08E-05,0.011476036,0.001132038,0.000339611,0,0.00206597,0,0.141207602,0,0,0,0,0,0.001811261,1.42E-05,0,0,0,0,0,0,2.83E-05,0,0.000113204,0.001018834,0,0,0,1.42E-05,0,0.078535143,0.541708528,0,0,0,0,0,0.001627305,0.000183956,0,0,0,0.075393737,0.005730943,0,0,0.000212257,1.42E-05,0,0,0,0,0
0.002393709,0,0,9.35E-06,4.68E-05,0.019215125,0.027836218,0.00263682,0.000112205,3.74E-05,0.004030034,0,0.001000496,0.00044882,0.012211656,0.000841538,0.000102855,3.74E-05,1.87E-05,0,0.098740498,0,0,0,0,0,0.001084649,0,9.35E-06,0,0,0,0,0,0,3.74E-05,0,0.000149607,0,7.48E-05,7.48E-05,1.87E-05,0,0.039982421,0.770886514,0,0,0,9.35E-06,0,0.000561026,0.000364667,0,1.87E-05,0,0.015409502,0.001150102,0,0.000299214,0.000149607,0,0,0,0,0,0
0.005952209,0,8.68E-05,0,0.000419475,0.018681112,0.180902306,0.004129661,2.89E-05,0.00012295,0.016222119,0,0.000361617,0.000245899,0.122638644,0.00108485,6.51E-05,2.17E-05,5.79E-05,7.23E-06,0.051400179,0,1.45E-05,2.17E-05,0,0,0.00279168,0,0,0,0,0,0,0,0,0,0.001446466,0.000101253,7.23E-06,3.62E-05,0,1.45E-05,0,0.042974513,0.491068071,0,1.45E-05,0,0,0,0.000101253,7.96E-05,0,7.96E-05,0,0.057149883,6.51E-05,0,6.51E-05,0.001497093,4.34E-05,0,0,0,0,0
0.003853898,0,2.03E-05,0,0.001789673,0.006751947,0.052327591,0.004026764,0.000101686,0,0.003955584,0,0.000233878,4.07E-05,0.039901568,0.001616807,3.05E-05,2.03E-05,4.07E-05,2.03E-05,0.111417299,0,0,1.02E-05,0,0,0.000732139,0,0,0,0,0,3.05E-05,0,0,0,7.12E-05,0.000101686,0,2.03E-05,1.02E-05,0,0,0.023906368,0.742083749,0,0,0,0,0,0.000172866,0.000782982,0,2.03E-05,0,0.00557239,0.000132192,0,0.000132192,5.08E-05,0,0,0,0,0,2.03E-05
0.004253804,0,2.81E-05,0,0.00025298,0.022533918,0.09309647,0.005415636,4.68E-05,4.68E-05,0.009369612,0,0.000562177,5.62E-05,0.071255903,0.000777678,7.50E-05,0.000103066,0,9.37E-06,0.08632224,0,2.81E-05,0,0,0,0.004019564,0,0,0,0,0,8.43E-05,0,1.87E-05,0,0.001845814,1.87E-05,0,7.50E-05,0,0,0,0.044093396,0.610139795,0,0,0,0,0,4.68E-05,0.000215501,0,1.87E-05,0,0.044327637,0.000206131,0,0.000103066,0.000505959,0,0,0,0,0,4.68E-05
0.00482963,0,0,0,0.000274411,0.010341367,0.108298183,0.005260847,0.000156806,6.27E-05,0.008451853,0,8.62E-05,6.27E-05,0.071754504,0.001615104,2.35E-05,4.70E-05,0,0,0.037178743,0,0,7.84E-06,7.84E-06,0,0.001434776,0,0,0,0,0,5.49E-05,0,0,0,0.000172487,6.27E-05,0,2.35E-05,0,0,0,0.014873065,0.721966977,0,0,0,0,0,4.70E-05,0.000674267,0,4.70E-05,0,0.01142333,0.000431217,0,0.000141126,7.06E-05,1.57E-05,0,0,0,0,0.000101924
0.00267713,0,1.02E-05,1.02E-05,3.07E-05,0.010013692,0.085729467,0.001215948,0,3.07E-05,0.002350152,0,0.000275887,0,0.047248278,0.000255451,4.09E-05,0,0,6.13E-05,0.007316126,0,0,0,0,0,0.000623301,0,0,0,0,0,0,0,0,0,0.00036785,2.04E-05,0,1.02E-05,0,0,0,0.029663009,0.76049905,0,0,0,0,0,0.000102181,0.000153271,0,7.15E-05,0,0.05106983,3.07E-05,0,1.02E-05,0.000112399,0,0,0,0,0,0
0.004677713,1.23E-05,7.41E-05,0,7.41E-05,0.047850906,0.138788608,0.004393841,6.17E-06,0.000654139,0.02243204,0,0.000617113,9.26E-05,0.102434509,0.000734364,0.000154278,0,7.41E-05,0,0.051115431,0,0,0,0,0,0.00548613,0,0,0,0,0,3.70E-05,0,0,0,0.002881916,6.17E-05,0,6.17E-06,0,0,0,0.108543923,0.397290876,0,0,0,6.17E-06,0,0.000191305,0.000160449,0,6.79E-05,0,0.106587676,0.000209818,0,8.02E-05,0.004128483,7.41E-05,0,0,0,0,0
0.007728322,8.02E-06,1.60E-05,0,0.000585236,0.018398858,0.03820068,0.003294959,0.000160339,8.02E-05,0.008914828,0,0.000489033,0.000873846,0.035603194,0.000472999,0.000320677,1.60E-05,0.000320677,1.60E-05,0.21976815,0,9.62E-05,6.41E-05,0.000216457,6.41E-05,0.002445164,0,0,0,0,0,0,0,0,0.000368779,0.000553168,0.000352745,0,6.41E-05,0.000264559,6.41E-05,4.81E-05,0.023024628,0.629457414,0,3.21E-05,0,0.000240508,0,0.000128271,0.000152322,0,0,0,0.005275141,0.000160339,4.01E-05,0.000569202,0.000962032,5.61E-05,0,0,0,0,3.21E-05
0.008345025,0,7.27E-06,7.27E-06,0.000167191,0.01561421,0.202221463,0.001206685,2.18E-05,2.18E-05,0.016072168,0,0.000334383,6.54E-05,0.13872513,0.000363459,5.09E-05,0,0.000138115,2.91E-05,0.021167867,0,0,7.27E-06,0,0,0.001969949,0,7.27E-06,0,0,0,7.27E-06,0,0,7.27E-06,0.000472497,6.54E-05,0,6.54E-05,0,0,0,0.044058531,0.507265551,0,0,0,2.91E-05,0,0.000210806,0.000196268,0,0.000123576,0,0.039115486,0.000726919,0,8.00E-05,0.001032224,0,0,0,0,0,0
0.00463417,1.97E-05,0,6.58E-06,0.000296218,0.007405457,0.05699898,0.003515124,0.000230392,1.32E-05,0.004015403,0,0.000177731,5.92E-05,0.021841161,0.00037521,0.000171148,6.58E-06,0.000263305,3.29E-05,0.255228253,0,0,0,0,0,0.000585854,0,0,0,0,0,0,0,0,1.32E-05,0,0.000480532,0,1.32E-05,3.29E-05,6.58E-06,0,0.014830662,0.623769871,0,0,0,6.58E-06,0,0.000118487,0.000355462,0,4.61E-05,0,0.003962742,0.000394958,0,6.58E-05,2.63E-05,0,0,0,0,0,0
0.005274475,0,0,0,0.003847378,0.023527824,0.171656687,0.000973898,1.93E-05,0,0.012004976,0,0.000395345,3.86E-05,0.027230563,0.000356774,0.000183208,0,0.000134996,0,0.008745793,0,0,0,0,0,0.002372067,0,0,0,0,0,0,0,9.64E-06,0,2.89E-05,6.75E-05,0,9.64E-06,9.64E-06,0,0,0.047190643,0.613478357,0,0,0,0,0,0.000395345,0.000539983,0,0,0,0.074835836,0.006624432,0,3.86E-05,9.64E-06,0,0,0,0,0,0
0.002889781,0,0.000114447,0,0.010629243,0.02981338,0.180382395,0.00063661,0,3.58E-05,0.018876562,0,0.000865504,7.15E-06,0.052316474,0.000450634,7.15E-05,3.58E-05,5.01E-05,7.15E-06,0.045263692,0,0,0,0,0,0.00631603,0,0,0,0,0,7.15E-06,0,1.43E-05,0,3.58E-05,0.000157364,0,2.15E-05,0,0,0,0.051386594,0.505353962,0,0,0,7.15E-06,0,0.00058654,0.000443481,0,7.15E-06,0,0.085184152,0.008025579,0,0,7.15E-06,0,0,0,0,0,0
0.00263277,0,0,0,0.00012112,0.012711243,0.107114854,0.000395234,6.37E-06,3.82E-05,0.017218188,0,0.000331487,2.55E-05,0.024466274,0.000127495,3.82E-05,7.65E-05,0,6.37E-06,0.165533024,0,0,0,0,0,0.002052668,0,0,0,0,0,0,0,0,0,2.55E-05,1.27E-05,0,5.74E-05,6.37E-06,0,0,0.03121713,0.610394661,0,0,0,0,0,0.000178493,0.0006311,0,2.55E-05,0,0.02294271,0.001536314,0,7.01E-05,6.37E-06,0,0,0,0,0,0
0.003364486,1.10E-05,0,0,0.001330401,0.034370533,0.099945025,0.001484332,7.70E-05,0,0.008730071,0,0.001011545,2.20E-05,0.031126993,0.000780649,0.000208906,1.10E-05,4.40E-05,0,0.195294118,0,0,0,0,0,0.001671248,0,0,0,0,0,0,0,0,0,5.50E-05,6.60E-05,0,1.10E-05,0,0,0,0.095096207,0.443617372,0,0,0,0,0,0.001506322,5.50E-05,0,3.30E-05,0,0.075206157,0.004749863,0,0,0.000109951,0,0,0,1.10E-05,0,0
0.00331447,6.22E-06,0,0,0.003992289,0.030570238,0.109103911,0.001162863,2.49E-05,2.49E-05,0.013780238,0,0.000740004,0,0.060593247,0.000509919,0.000155463,0,6.22E-06,0,0.126521982,0,0,0,0,0,0.001529756,0,0,0,0,0,2.49E-05,0,0,0,3.73E-05,0.000111933,0,3.73E-05,0,0,0,0.087581618,0.456893228,0,0,0,0,0,0.000441515,0.000397985,0,0,0,0.100254959,0.002033456,0,8.71E-05,6.22E-05,0,0,0,0,0,0
0.001987128,3.52E-05,3.52E-05,0,0,0.007649562,0.079124609,0.000624275,0.000114304,8.79E-06,0.004299581,0,3.52E-05,3.52E-05,0.04876376,7.03E-05,4.40E-05,0,0,8.79E-06,0.546416136,0,0,8.79E-06,0,0,0.000624275,0,0,0,0,0,4.40E-05,0,8.79E-06,0,0.000791334,5.28E-05,0,0,0.000105511,2.64E-05,0,0.012133788,0.287984033,0,0,0,1.76E-05,0,8.79E-06,0.000140682,0,0,0,0.008687089,3.52E-05,0,2.64E-05,5.28E-05,0,0,0,0,0,0
0.010197477,0,0,1.06E-05,0.00708836,0.119037766,0.12777088,0.005677055,4.24E-05,2.12E-05,0.008266217,0,0.000413841,0.000573011,0.005645221,0.001559864,0.00024406,2.12E-05,0,0,0.093782829,0,0,0,0,0,0.001910037,0,0,0,0,0,0,0,0,0,0,0.000180392,0,0,0,1.06E-05,0,0.06641624,0.504196776,0,0,0,1.06E-05,0,0.000360785,0.000944407,0,2.12E-05,0,0.023313066,0.022283768,0,0,0,0,0,0,0,0,0
0.006135032,2.05E-05,8.21E-05,0,0,0.023524463,0.218296349,0.001672258,0.00013337,4.10E-05,0.006617217,0,0.00013337,1.03E-05,0.161932022,0.000277,0.000112852,1.03E-05,0,2.05E-05,0.132713675,0,0,0,0,0,0.001549147,0,0,0,0,0,5.13E-05,0,0,2.05E-05,0.004770552,2.05E-05,0,2.05E-05,3.08E-05,0,0,0.024724796,0.38599407,0,0,0,0,0,1.03E-05,7.18E-05,0,0,0,0.030275051,0.000102593,0,9.23E-05,0.000502703,0,0,0,3.08E-05,0,0
0.002604007,0,6.99E-05,2.62E-05,0.000436914,0.033895787,0.166071007,0.002070972,6.12E-05,0.000113598,0.01056458,0,0.000367008,9.61E-05,0.107000236,0.000314578,0.000104859,1.75E-05,0,2.62E-05,0.215879202,0,8.74E-06,5.24E-05,8.74E-06,0,0.004351663,0,0,0,0,0,9.61E-05,0,0,3.50E-05,0.010049022,0.000139812,0,8.74E-06,8.74E-05,8.74E-06,0,0.049458664,0.329529269,0,0,0,0,0,8.74E-05,8.74E-05,0,1.75E-05,0,0.0647157,0.00020098,0,0.000122336,0.001214621,0,0,0,0,0,0
0.009639604,0,0.000104161,0,9.47E-06,0.02792455,0.167310569,0.00348465,0.000151507,6.63E-05,0.006410621,0,0.000132568,0.000104161,0.098422438,0.00055868,5.68E-05,1.89E-05,0,9.47E-06,0.257551654,0,9.47E-06,9.47E-06,0,0,0.001770733,0,0,0,0,0,0.000407174,0,9.47E-06,0.00011363,0.007527981,0.000123099,0,9.47E-06,0.000312482,0,0,0.036219533,0.362337367,0,0,0,0,0,8.52E-05,0.000596557,0,9.47E-06,0,0.017650512,0.000255667,0,0.000179914,0.000397705,0,0,0,0,0,1.89E-05
0.001420924,0,0,0,6.61E-06,0.002782367,0.205736567,0.000720375,0,0.0004428,0.007263234,0,1.32E-05,1.32E-05,0.039237327,9.91E-05,1.32E-05,8.59E-05,0,0,0.242713634,0,3.30E-05,0,0,0,0.001037605,0,0,0,0,0,0,0,0,0,0.000456017,1.98E-05,0,6.61E-06,0,0,0,0.004394951,0.484112088,0,0,0,1.32E-05,0,0,0.000363492,0,0,0,0.008585024,1.98E-05,0,6.61E-06,6.61E-06,6.61E-06,0,0,0,0,0.000389928
0.009280012,1.21E-05,4.85E-05,0,0,0.017506027,0.273057679,0.001793005,0,4.85E-05,0.003816193,0,7.27E-05,3.63E-05,0.173848782,0.000133264,3.63E-05,0,0,1.21E-05,0.18002738,0,0,3.63E-05,0,0,0.001611281,0,0,0,0,0,6.06E-05,0,0,0,0.003077184,6.06E-05,0,2.42E-05,8.48E-05,0,0,0.025683583,0.295894261,0,0,0,0,0,0,0.000181723,0,0,0,0.013277928,6.06E-05,0,7.27E-05,0.000133264,0,0,0,0,0,1.21E-05
0.00669831,2.28E-05,5.32E-05,0,0,0.029512056,0.123622556,0.002787165,0.000121511,0.000106322,0.01262958,0,0.000182267,6.84E-05,0.092925764,0.000774635,6.08E-05,0.000113917,0,0,0.049447503,0,7.59E-06,0,0,0,0.004093412,0,0,0,0,0,9.11E-05,0,1.52E-05,0.000227834,0.0034251,6.84E-05,0,3.04E-05,4.56E-05,0,0,0.058295045,0.597402696,0,0,0,0,0,1.52E-05,0.000326562,0,7.59E-06,0,0.015697741,0.000243023,0,0.000486045,0.000106322,0,0,0,0,0,0.000288589
0.010400903,0,2.26E-05,0,0,0.030039526,0.157255788,0.002461886,0,0.000338792,0.008402033,0,6.78E-05,2.26E-05,0.1334952,0.000316206,0,0.000271033,0,0,0.188594015,0,0,1.13E-05,1.13E-05,0,0.001987578,0,0,0,0,0,9.03E-05,0,0,3.39E-05,0.001829475,9.03E-05,0,6.78E-05,1.13E-05,1.13E-05,0,0.018757764,0.435686053,0,0,0,2.26E-05,0,3.39E-05,0.000124224,0,0,0,0.008560136,0.000180689,0,0.000169396,2.26E-05,0,0,0,0,0,0.000609825
0.005753371,6.17E-06,0.000154329,0,6.17E-06,0.016050175,0.125141982,0.001185244,8.64E-05,7.41E-05,0.007018865,6.17E-06,0.000160502,3.09E-05,0.108369549,0.000283965,2.47E-05,1.23E-05,0,1.85E-05,0.276309941,0,0,0,0,0,0.001209936,0,6.17E-06,0,0,0,4.32E-05,0,6.17E-06,6.17E-06,0.005271865,6.17E-06,0,0,1.85E-05,6.17E-06,0,0.022513457,0.418162625,1.23E-05,0,0,6.17E-06,0,1.85E-05,0.000141982,0,4.94E-05,0,0.010759791,4.94E-05,0,0.000104943,0.000913625,0,0,0,0,0,0
0.005682669,6.81E-06,1.36E-05,0,6.81E-06,0.026718752,0.134839184,0.002558902,5.44E-05,0.000102084,0.011140753,0,0.000313057,6.13E-05,0.120458969,0.000639726,2.04E-05,0,0,1.36E-05,0.277899522,6.81E-06,0,2.04E-05,0,0,0.002558902,0,6.81E-06,0,0,0,1.36E-05,0,1.36E-05,7.49E-05,0.00183751,2.04E-05,0,0,2.72E-05,6.81E-06,0,0.038329091,0.367583607,0,6.81E-06,0,0,0,2.72E-05,0.000183751,0,6.81E-06,0,0.00776518,6.81E-05,0,6.13E-05,0.00080306,3.40E-05,0,0,1.36E-05,0,0
0.01018385,0,0.000190259,0,2.00E-05,0.017854282,0.251892574,0.002343187,2.00E-05,6.01E-05,0.005547545,0,0.000180245,4.01E-05,0.193202756,0.0002203,5.01E-05,0,0,1.00E-05,0.020067292,0,0,0,0,0,0.001361852,0,0,0,0,0,3.00E-05,0,1.00E-05,1.00E-05,0.004325883,1.00E-05,0,3.00E-05,1.00E-05,4.01E-05,0,0.026185612,0.455048866,0,0,0,0,0,4.01E-05,0.00011015,0,2.00E-05,0,0.010684531,3.00E-05,0,7.01E-05,8.01E-05,0,0,0,0,0,2.00E-05
0.003989187,0,6.22E-05,0,0,0.013986352,0.125102841,0.002067187,0.000117532,6.22E-05,0.006332921,0,0.000110619,6.91E-06,0.102177114,0.00082964,0,6.22E-05,6.91E-06,1.38E-05,0.259469998,0,4.15E-05,0,0,0,0.001438043,0,0,0,0,0,0,0,0,6.91E-06,0.001922,0.000110619,0,0,0,0,0,0.022344978,0.452886802,0,0,0,0,0,6.91E-06,0.000138273,0,6.91E-06,0,0.00604946,0.00020741,0,0.000311115,5.53E-05,0,0,0,0,0,7.61E-05
0.0053181,6.80E-06,2.04E-05,0,0,0.001176511,0.07616716,0.000510048,3.40E-05,6.80E-06,0.001570948,0,9.52E-05,2.04E-05,0.116712571,0.00010881,4.08E-05,6.80E-06,0,1.36E-05,0.004121187,0,0,6.80E-06,0,0,4.08E-05,0,6.80E-06,0,0,0,0,0,6.80E-06,0,7.48E-05,4.76E-05,0,6.80E-06,6.80E-06,6.80E-06,0,0.003685946,0.788309701,0,0,0,0,0,0,5.44E-05,0,1.36E-05,0,0.00170696,2.04E-05,0,2.04E-05,5.44E-05,0,0,0,0,0,0
0.009819291,1.88E-05,0.000122037,0,0,0.027927716,0.141318939,0.001492607,0.00011265,0.000150199,0.008486271,0,0.000337949,2.82E-05,0.134400375,0.000234687,9.39E-06,2.82E-05,1.88E-05,3.75E-05,0.228340765,0,9.39E-06,4.69E-05,0,0,0.002412579,0,0,0,0,0,1.88E-05,0,0,0,0.004759446,9.39E-05,0,9.39E-06,2.82E-05,0,0,0.041426895,0.383346632,0,0,0,0,0,2.82E-05,4.69E-05,0,6.57E-05,0,0.013931002,5.63E-05,0,0.000131425,0.000685285,0,0,0,0,0,1.88E-05
0.003249652,1.31E-05,0.000183819,6.56E-06,0,0.050359759,0.11046191,0.002422468,4.60E-05,7.88E-05,0.006105407,0,0.000256033,0.000256033,0.065235944,0.000426722,0.000105039,2.63E-05,0,5.25E-05,0.278485334,0,7.22E-05,3.94E-05,0,0,0.004162181,0,0,0,0,0,1.97E-05,0,0,5.91E-05,0.009834301,5.25E-05,0,5.25E-05,0.000124734,6.56E-06,0,0.052027258,0.364958903,0,0,0,6.56E-06,0,0.000150994,0.000118169,0,0,0,0.049125548,0.000105039,0,0.000190384,0.001089782,0,0,0,3.28E-05,0,0
0.003282669,1.71E-05,8.55E-05,8.55E-06,8.55E-06,0.010677221,0.073569389,0.00080357,0.000230813,2.56E-05,0.003872523,0,0.000102583,8.55E-06,0.077997572,0.000102583,5.98E-05,0,0,0,0.301082255,0,0,3.42E-05,0,0,0.000282104,0,0,0,0,0,8.55E-06,0,0,0,0.00055566,2.56E-05,0,2.56E-05,8.55E-05,8.55E-06,0,0.011258527,0.50666792,0,0,0,8.55E-06,0,0,0.000170972,0,0,0,0.008617005,0.000213715,0,8.55E-05,1.71E-05,0,0,0,0,0,0
0.004863389,8.89E-06,0.000506788,1.78E-05,8.89E-06,0.027357677,0.165586407,0.002338339,6.22E-05,7.11E-05,0.00260507,0,0.000142256,4.45E-05,0.112258053,9.78E-05,2.67E-05,0,0,0,0.289189405,0,0.000124474,4.45E-05,0,0,0.001893788,0,0,0,0,0,6.22E-05,0,1.78E-05,3.56E-05,0.005290159,7.11E-05,0,1.78E-05,1.78E-05,2.67E-05,0,0.032158829,0.329199008,0,0,0,0,0,4.45E-05,9.78E-05,0,1.78E-05,0,0.024832626,0.000115583,0,9.78E-05,0.000640154,0,8.89E-06,0,0,0,0
0.007157846,4.98E-05,0.000132706,0,2.49E-05,0.02610167,0.13896008,0.001758358,0.000124412,9.12E-05,0.005797606,0,0.000190765,7.46E-05,0.13591613,0.000232236,0.000124412,2.49E-05,0,1.66E-05,0.406421326,0,0,0,0,1.66E-05,0.002156477,0,0,0,0,0,0.000182471,8.29E-06,8.29E-06,7.46E-05,0.004694485,4.98E-05,8.29E-06,2.49E-05,7.46E-05,4.15E-05,0,0.031957335,0.228628066,0,0,0,8.29E-06,0,4.15E-05,0.000223942,0,0,0,0.008012143,0.000141,0,0.000157589,0.000265413,0,0,0,0,0,2.49E-05
0.007690829,1.13E-05,0.000418472,0,1.13E-05,0.015494758,0.183561985,0.001210175,2.26E-05,2.26E-05,0.004218646,0,0.000214891,1.13E-05,0.221722067,7.92E-05,2.26E-05,0,0,0,0.086533133,0,0,1.13E-05,0,0,0.000882183,0,0,0,0,0,0,0,1.13E-05,0,0.005700261,1.13E-05,0,0,1.13E-05,2.26E-05,0,0.01871812,0.433807978,0,1.13E-05,0,0,0,1.13E-05,5.66E-05,0,3.39E-05,0,0.018582399,2.26E-05,0,6.79E-05,0.000791703,0,0,0,0,0,0
0.010531741,1.66E-05,0.000149622,8.31E-06,0.001562721,0.083414379,0.08309851,0.016608065,3.32E-05,0.00014131,0.004613351,0,8.31E-06,0.000149622,0.058302785,0.002460454,0.000216121,4.99E-05,8.31E-06,5.82E-05,0.194791485,0,0,0.000124685,0,0,0.009592446,0,0,0,0,0,0.000191184,0,1.66E-05,0,0.004654913,9.14E-05,0,8.31E-06,0,8.31E-06,0,0.04481185,0.443762832,0,0,0,0,0,3.32E-05,0.000265995,0,0,0,0.03984938,0.000207809,0,4.99E-05,8.31E-05,0,0,0,0,0,2.49E-05
0.007807756,0,0.000108441,7.23E-06,0.000462682,0.081865764,0.091690524,0.010858564,5.78E-05,0.000267488,0.005291923,0,0.00011567,0.000151817,0.045834418,0.001474798,0.000151817,0.0001229,0,3.61E-05,0.165387062,0,0,0.00011567,0,0,0.005826899,0,0,0,0,0,5.78E-05,0,0,7.23E-06,0.001677222,3.61E-05,7.23E-06,7.23E-06,1.45E-05,0,0,0.03853272,0.498836066,0,0,0,1.45E-05,0,0,0.000173506,0,7.23E-06,0,0.042718545,0.000108441,0,4.34E-05,7.23E-05,0,0,0,0,0,5.06E-05
0.007473842,7.55E-06,7.55E-06,0,0.000369917,0.052709456,0.098133804,0.007111473,2.26E-05,0.000143437,0.007390799,0,0.000105691,0.000135888,0.064977126,0.001034259,9.06E-05,6.79E-05,0,3.77E-05,0.415817366,0,0.000158536,2.26E-05,0,0,0.002785705,0,0,0,0,0,9.06E-05,0,0,0,0.000392565,3.02E-05,0,0,2.26E-05,0,0,0.030378524,0.281356163,0,0,0,0,0,0.000135888,0.00022648,0,2.26E-05,0,0.028581782,4.53E-05,0,6.04E-05,4.53E-05,7.55E-06,0,0,0,0,0
0.011367037,0,5.54E-06,0,0.002094949,0.034389306,0.03760932,0.003807486,6.65E-05,0.000382411,0.002837603,0,0.000138555,7.20E-05,0.088442311,0.000914462,0.000376869,5.54E-06,5.54E-06,5.54E-06,0.219232517,0,3.33E-05,0.000193977,0,0,0.001889888,0,0,0,0,0,0,0,0,0,0.000653979,6.65E-05,0,0,5.54E-06,0,0,0.044293204,0.520400811,0,2.77E-05,0,0,0,0.000216146,0.000216146,0,5.54E-05,0,0.028836029,0.001307957,1.11E-05,0,2.77E-05,1.11E-05,0,0,0,0,0
0.006384747,8.75E-06,2.62E-05,0,0.000358595,0.026710981,0.080885118,0.0035947,5.25E-05,4.37E-05,0.005107797,0,1.75E-05,2.62E-05,0.042777802,0.000279879,0,2.62E-05,0,2.62E-05,0.317899156,0,7.87E-05,3.50E-05,0,0,0.001259457,0,0,0,0,8.75E-06,0,0,8.75E-06,0,0.000174925,5.25E-05,0,0,8.75E-06,0,0,0.012192242,0.486325272,0,0,0,0,0,3.50E-05,0.000148686,0,0,0,0.015218437,0.000148686,0,0,0,4.37E-05,0,0,0,0,3.50E-05
0.005224731,0,3.38E-05,0,0.000894704,0.039755223,0.320320743,0.005950622,0,6.75E-05,0.008921713,0,0.000413589,0,0.103616797,0.000624604,2.53E-05,0,0,0,0.250348175,0,8.44E-06,0,0,0,0.003899557,0,8.44E-06,0,0,8.44E-06,0.000151931,0,8.44E-06,8.44E-06,0.003435324,8.44E-06,0,1.69E-05,0,1.69E-05,0,0.040793416,0.164608567,0,8.44E-06,0,0,0,0.000185693,0.000118168,0,8.44E-05,0,0.050103397,0.000118168,0,0.000109728,0.000101287,0,0,0,0,0,0
0.00261919,0,0,0,9.95E-05,0.003072298,0.095572796,0.002342904,0,0,0.000629932,0,5.53E-05,0,0.045299825,3.32E-05,0,0,0,0,0.392580068,0,0,0,0,0,0.000486263,0,0,0,0,0,1.11E-05,0,0,0,0.000121566,0,0,1.11E-05,0,4.42E-05,0,0.00432111,0.44980439,0,0,0,0,0,0,0.000265234,0,0,0,0.002597087,3.32E-05,0,0,0,0,0,0,0,0,0
0.003627122,0,0,0,0.000395918,0.019387221,0.195468652,0.002618169,7.66E-05,0,0.003295061,0,5.11E-05,0,0.171585844,0.000191573,1.28E-05,2.55E-05,0,0,0.09164868,0,0,0,0,0,0.00057472,0,0,0,0,0,2.55E-05,0,1.28E-05,0,0.000434233,3.83E-05,0,2.55E-05,1.28E-05,0,0,0.007675705,0.49609829,0,0,0,0,0,0,0.000421461,0,1.28E-05,0,0.006117575,6.39E-05,0,2.55E-05,7.66E-05,0,0,0,0,0,0
0.007682441,6.72E-06,4.70E-05,0,0,0.031562477,0.137941455,0.002773469,3.36E-05,8.73E-05,0.004882111,0,8.06E-05,6.72E-06,0.13307949,0.000120878,0,0,0,0,0.331318707,0,0,0,0,0,0.002095211,0,0,0,0,6.72E-06,0.000167886,0,6.72E-06,0,0.00095359,6.72E-06,0,6.72E-06,6.72E-06,0,0,0.018507699,0.323676558,0,0,0,0,0,6.72E-06,7.39E-05,0,2.01E-05,0,0.004613494,6.72E-05,0,9.40E-05,3.36E-05,2.01E-05,0,0,0,0,1.34E-05
