o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31
0.21469035,0.00668907,0,0.035077612,0.071275404,0.001216195,0,0.120371259,0,0.000288046,0.054792767,0.087918067,0,0.000192031,0.028996639,0,0,0,0,3.20E-05,0.000384061,0.26618659,6.40E-05,0,0.016386622,0,0,6.40E-05,0,0,0.09537526
0.030767527,0.001916048,0,0.041145199,0.012338022,0.001528408,0,0.007221176,0,5.54E-05,0.00941411,0.762930557,0,0,0.004862111,8.86E-05,0,0,0,0,0.000586997,0.095846716,0,0,0.000155056,0,0.000886034,0.000564847,0,0,0.029693211
0.044847278,0.04458532,0,0.072562477,0.037669618,0.01278357,0,0.042961178,0,0.000261958,0.022371247,0.380939907,0,0,0.008330277,0,0,0,0,0,0.001100225,0.290040342,0,0,0,0,0,0,0,0,0.041546602
0.072114589,0.014323564,0,0.212286802,0.056880278,0.00136612,0,0.031048187,0,0,0.179375724,0.172213943,0.000413976,0.000124193,0.023555224,0.000993542,0,0,0,0,0.011963901,0.181487001,0,0,0,0.000662361,0,0.000496771,0,0,0.040693823
0.032496103,0.00197471,0,0.090386281,0.101264507,0.000935389,0,0.011224667,0,0,0.000485016,0.375125585,0,0.00017322,0.054079335,0,0,0,0,0,0.001385761,0.25369825,0,0,0,0.010185346,0,0.000450372,0,0,0.066135458
0.038208886,0.001904614,0,0.008084891,0.009250981,0.000583045,0.000116609,0.208030474,0,0,0.000660784,0.433046993,0,0,0.017180394,0,0,0,0,0,0.00237105,0.037509232,0,0,0,0,0,0,0,0,0.243052046
0.017783858,0.004494821,0,0.021779254,0.012681041,0.001519988,2.17E-05,0.029227195,0,0.000673137,0.008229648,0.524004951,0,0.000434282,0.05048531,0,0,0,0,0,0.001715415,0.066988036,0.000173713,0,0,0,0,0.000586281,0,0,0.259201355
0.020318139,0.002762554,0,0.000757474,0.073029452,0,0,0.012787952,0,0,0.423472798,0.31524306,0,0.000935704,0.042195785,0,0,0,0,0,0.000980261,0.003564586,0,0,0,0,0,0,0,0,0.103952235
0.006576216,0.002424564,0,0.005015195,0.019446336,0.000298919,1.66E-05,0.007589219,0,4.98E-05,0.032316455,0.826892738,0,0.000531411,0.042811831,0,0,0,0,0,0.000315526,0.025607387,0,0,0,0,0,0.000215886,0,0,0.029891891
0.024032228,0.002176329,0,0.001065012,0.010881645,0,0,0.038294129,0,0.000555658,0.000370439,0.687858863,0,9.26E-05,0.096082608,0,0,0,0,0,0.003935914,0.030329691,9.26E-05,0,0.000370439,0,0,4.63E-05,0,0,0.103815521
0.005830183,0.002049398,0,0.000600685,0.003038762,3.53E-05,0,0.007102223,0,0,0.000706689,0.942122186,0,0,0.019327939,0,0,0,0,0,7.07E-05,0.006183527,0,0,0.000530017,0,0,0,0,0,0.012402389
0.006091505,0.009446247,0,0.002560198,0.00229535,0,0,0.002891258,0,0,0.002869187,0.90220486,0,8.83E-05,0.01547154,0,0,0,0,0,0.000198636,0.02566819,0,0,0.000949039,0,0,0,0,0,0.029265709
0.012218404,0.001390934,0,0.000545464,0.001963672,0,0,0.001881852,0,0,0.000272732,0.933316969,0,0,0.007200131,0,0,0,0,0,0.000681831,0.002618229,0,0,5.45E-05,0,0,0,0,0,0.037855234
0.016770101,0.005709557,0,0.003365053,0.002289339,0.00011033,0,0.002620328,0,0,0.00206868,0.776527376,0,0.000193077,0.045290305,0,0,0,0,0,5.52E-05,0.114991036,0,0,0.003392635,0,0,0,0,0,0.026617018
0.010522073,0.002927512,0,0.000975837,0.015549757,0.000169711,0,0.014913341,0,6.36E-05,0.001548612,0.750991748,0,4.24E-05,0.154479306,0,0,0,0,0,0.00027578,0.025286917,0,0,0.00093341,0,0,0,0,0,0.021319926
0.009982168,0.007254991,0,0.001800636,0.002377539,0.000157337,0,0.006887871,0,0,0.04034824,0.892189084,0,8.74E-05,0.004667669,0,0,0,0,0,0.000681794,0.022936261,0,0,0.000384602,0,0,1.75E-05,0,0,0.010226915
0.009207451,0.002620582,0,0.046674694,0.008286706,0.000141653,0,0.004957858,0,0,0.01352787,0.861463276,0,0.001133225,0.004603725,0,0,0,0,0,0.000637439,0.041504356,0,0,0,0,0,0.000141653,0,0,0.005099511
0.007338399,0.009524305,0,0.005829083,0.005672947,5.20E-05,0,0.003018632,0,0,0.02368065,0.917508067,0,0,0.005568856,0.000208182,0,0,0,0,0.000780681,0.018736338,0,0,0,0,0,0,0,0,0.002081815
0.000846571,0.861112494,0,0.001294756,0.000348588,9.96E-05,0,0.003934067,0,0,0.002987899,0.124645187,0,0,0.000697176,0.000199193,0,0,0,0,0.000199193,0.003286689,0,0,0,0,0,4.98E-05,0,0,0.00029879
0.002095378,0.001223578,0,0.010109816,0.000198831,0.000397663,0,0.001820073,0,0,0.02541984,0.951209813,0,0,0.00055061,0.000244716,0,0,0,0,0.000458842,0.005230797,0,0,0,0,0,0,0,0,0.001040042
0.001572476,0.000749119,0,0.071301308,0.086621135,0.000263204,0,0.008854455,0,0,8.10E-05,0.820818767,0,0,0.001079812,0,0,0,0,0,0.000317195,0.004865901,0,0,2.70E-05,0,0,0,0,0,0.003448648
0.009841399,0.059308662,0,0.012785685,0.008670191,0.007157381,0,0.00257015,0,3.25E-05,0.002667751,0.736201708,0,0.000227735,0.051679545,0,0,0,0,0,9.76E-05,0.081333876,0,0,3.25E-05,0,0,0,0,0,0.027393249
0.001739635,0.000217454,0,0.072702233,7.25E-05,0,0,0.003587997,0,0,0.623586547,0.296027834,0.000108727,0,0.000724848,7.25E-05,0,0,0,0,7.25E-05,0.000434909,0,0,0.000253697,0,0,0,0,0,0.000398666
0.001518214,0.004191592,0,0.005825323,0.002557861,0.015916498,0,0.000321795,0,0,0.00361401,0.96056768,0,2.48E-05,0.000173274,0,0,8.25E-06,0,0,0.000181526,0.001295433,0,0,0,0,0,0,0,0,0.003803787
0.008076181,0.00229026,0,0.025313404,0.00064288,0.0002009,0,0.00196882,0,0,0.384603022,0.569109611,8.04E-05,8.04E-05,0.00036162,0,0,0,0,0,0.00044198,0.006468981,0,0,0,0,0,0,0,0,0.00036162
0.007666069,0.002778071,0,0.0058023,0.000984633,0,0,0.004571509,0,0.000140662,0.104933713,0.797271161,0,0.000210993,0.013116714,0,0,0,0,0,0.000140662,0.042479868,0,0,0.000140662,0,0,0,0,0,0.019762985
0.007245127,0.006123857,0,0.013929619,0.003234432,8.63E-05,0,0.003061929,0,0,0.000388132,0.902535794,0,0.000388132,0.01341211,0,0,0,0,0,4.31E-05,0.032603071,0,4.31E-05,0.000948767,4.31E-05,0,0,0,0,0.015913403
0.00708735,0.002347257,0,0.001344545,0.001845901,0.000136733,0,0.002529569,0,0,0.000227889,0.950753173,0,0.000273467,0.00353228,0,0,0,0,0,0.000113945,0.020920216,0,0,4.56E-05,0,0,0,0,0,0.008842096
0.065142259,0.022585888,0,0.040351959,0.021913355,0.007472585,0,0.016103421,0,0.001008799,0.000168133,0.482037774,0,0.000560444,0.049244335,0.000112089,0,0,0,0,0.009751723,0.214313736,0,0,0.010256123,0,0,0.009882494,0,0,0.049094883
0.034972517,0.031049385,0,0.033105358,0.013133051,0.006545546,0,0.018252004,0,0.001111904,0.108693828,0.481664079,0.000335669,0.000545462,0.090945328,0,0,0,0,4.20E-05,0.003461587,0.117945706,0,0,0.003104939,0,0,0.008139974,0,0,0.046951706
0.000168397,9.36E-05,0,0.000261952,0.000860698,0,0,0.000112265,0,0,9.36E-05,0.996613341,0,0,0.000280662,1.87E-05,0,0,0,0,0,0.000318084,0,0,0,0,0,0,0,0,0.001178782
0.00026686,3.81E-05,0,7.62E-05,0.000419351,0,0,7.62E-05,0,0,0.007357707,0.991003012,0,0,7.62E-05,0,0,0,0,0,3.81E-05,0.000571842,0,0,0,0,0,0,0,0,7.62E-05
0.000170155,0.000226873,0,0.000198514,0.000170155,0.001758267,0,0,0,0,0.00065226,0.980573989,0,0,0.016051273,0,0,0,0,0,0,0,0,0,0.000113437,0,0,0,0,0,8.51E-05
0.002688895,0.004840011,0,0.002420005,0.0102178,0.004571121,0,0.000268889,0,0,0.071793493,0.886797526,0,0,0.009948911,0,0,0,0,0,0,0.002957784,0,0,0.000537779,0,0,0,0,0,0.002957784
0.00014466,8.04E-05,0,0.000385759,0.000626858,0.000948324,0,4.82E-05,0,0,0,0.996512095,0,0,0.000128586,0,0,0,0,0,0,0.000466126,0,0,6.43E-05,0,0,0,0,0,0.000594712
0.000375674,0.00015027,0,0.001908426,0.000601079,0.002494478,0,0.000751349,0,0.000120216,0.000586052,0.988173772,0,0,3.01E-05,0.00015027,0,0,0,0,0.000240432,0.003846905,0,0,0,0,0,0.000195351,0,0,0.000375674
4.48E-05,4.48E-05,0,0.000191937,5.76E-05,0.000147152,0,3.20E-05,0,0,3.20E-05,0.998362135,0,1.92E-05,0,0,0,0,0,0,1.92E-05,0.000844524,0,0,0.000127958,1.92E-05,0,0,0,0,5.76E-05
0.001268843,0.000224628,0,0.000607102,0.000455326,0.000315693,0,0.000212486,0,0,0.000115349,0.986856244,0,0,0.001080641,1.82E-05,0,0,0,4.86E-05,1.82E-05,0.008359793,0,0,0,0,0,0,0,0,0.0004189
0.0001067,0.000155946,0,0.000541707,3.28E-05,0.000238023,0,1.64E-05,0,0,0,0.998021947,0,0,9.03E-05,0,0,0,0,0,4.92E-05,0.000508877,0,0,0.000139531,0,0,0,0,0,9.85E-05
0.001926489,0.000422476,0,0.004427545,0.000337981,0.000371779,0,0.00069286,0,0,0.000152091,0.98904943,0,0,6.76E-05,0,0,0,0,0,0,0.002247571,0,0,5.07E-05,0,0,0,0,0,0.000253485
0.005082143,0.000499683,0,0.011078341,0.002059669,9.75E-05,0,0.003156535,0,0,3.66E-05,0.972237118,0,0.000109687,0.00453371,0,0,0,0,0,0,0.000389997,0,0,0,6.09E-05,0,0,0,0,0.000658119
0.006082703,0.002827684,0,0.007228324,0.003255019,0.002209412,0,0.002945883,0,0.00032732,0.000390966,0.956830084,0,0.000145476,0.004655223,7.27E-05,0,0,0,5.46E-05,0.00032732,0.010256037,0,0,0.000154568,0,0,0.001745708,0,0,0.000490981
0.002510637,0.001171069,0,0.004886474,0.002064114,0.001095244,0,0.002080964,0,3.37E-05,0,0.974278613,5.90E-05,0.000117949,0.00283921,0,0,1.68E-05,0,2.53E-05,0.000336998,0.006453515,0,0,4.21E-05,0,0,0.001676566,0,0,0.000311723
0.001698922,0.00096026,0,0.014920963,0.001329591,0,0,0.000295465,0,0,0.000738662,0.975845767,0,0,0.001698922,0,0,0,0,0,0,0.001477323,0,0,0.000369331,0,0,0,0,0,0.000664795
0.0010299,0.001229236,0,0.006013289,0.000730897,0.000232558,0,0.001063123,0,0,0,0.982724252,0,0,0.000664452,0,0,0,0,0,0,0.005481728,0,0,0.00013289,0.000166113,0,0,0,0,0.000531561
0.000982188,0.000504367,0,0.002389106,0.000743277,0.000929097,0,0.000530912,0,0,2.65E-05,0.985160999,0,0.000212365,0.002176741,0,0,0,0,0,0,0.005946219,0,0,0,2.65E-05,0,0,0,0,0.000371639
0.001253074,0.000339618,0,0.000550416,0.001194519,0,0,0.000292774,0,0,0.000140532,0.994730062,0,0.000140532,0.000327907,1.17E-05,0,0,0,0,0,0.000620682,0,0,4.68E-05,0,0,0,0,0,0.000351329
0.001757469,0.000702988,0,0.002971721,0.002204825,0.001597699,0,9.59E-05,0,0,0.00031954,0.981274964,0,0,0.001757469,0,0,0,0,0,6.39E-05,0.006135165,0,0,0.000543218,0,0,0,0,0,0.000575172
0.000762225,0.000312708,0,0.004866513,0.002247586,0.000156354,0,0.00013681,0,0,0.000195442,0.987823946,0,0,0.000859946,7.82E-05,0,0,0,0,3.91E-05,0.001485361,0,0,0,5.86E-05,0,0,0,0,0.000977211
0.001807929,0.000774827,0,0.003314537,0.004735052,0.000774827,0,0.000473505,0,0,0.000645689,0.982695536,0,4.30E-05,0.00116224,0,0,0,0,0,0,0.002797985,0,0,4.30E-05,0,0,0,0,0,0.000731781
0.008472991,0.003180713,0,0.013631625,0.002512496,0.001924465,0,0.000641488,0,0.031299281,0.011840804,0.915777938,0,0.000133643,0.002191752,0,0,0,0,0,0,0.001951193,0,0,0.000106915,0,0,0,0,0,0.006334696
0.019008976,0.008809716,0,0.013784287,0.002445599,0.003112581,0,0.000694773,0,0,0.000277909,0.935664064,0,8.34E-05,0.003418281,0,0.000111164,0,0,0,0,0.001111636,0,0,0.000944891,0,0,0.000138955,0,0,0.010393797
0.028585206,0.01240389,0,0.012511051,0.002679026,0.000214322,0,0.005250891,0,0,0.000348273,0.925844563,0,8.04E-05,0.001982479,0,0,0,0,0,0.000107161,0.007581643,0,2.68E-05,0,0,0,0.000562595,0,0,0.001821738
0.169483186,0.147920767,0,0.011508514,0.007444169,0.002032172,0,0.024086592,0.000748695,0,0.023979635,0.579233336,0,4.28E-05,0.011337383,0,0.00017113,0.000128348,0,0,8.56E-05,0.004748866,0,0,0,0,0,0.001176521,0,0,0.015872337
0.00254159,0.000759176,0,0.022346184,0.000165038,0,0,0.000858199,3.30E-05,0,3.30E-05,0.959961711,0,0,0.000264061,0,0,0,0,0,0.000462107,0.012014787,0,0,0,0,0,3.30E-05,0,0,0.000528123
0.003595784,0.001157264,0,0.006488944,0.000743955,8.27E-05,0,8.27E-05,0,0,0.005579665,0.979293242,0,0,0.001735896,0,0,0,0,0,0,0.000247985,0,0,0.000165323,0,0,0,0,0,0.000826617
0.000135655,0.000246646,0,0.000517956,4.93E-05,1.23E-05,0,0,0,0,0,0.998113161,0,1.23E-05,0.00070294,0,0,0,0,4.93E-05,0,0.000135655,0,0,0,0,0,0,0,0,2.47E-05
0.002298302,0.001462556,0,0.009372295,0.000865594,0,0.000179088,0.000686506,0,0,0.003701161,0.978539235,0,0.00014924,0.001193923,0,0,0,0,2.98E-05,2.98E-05,0.000328329,0,0,0,0.00014924,0,0,0,0,0.001014834
0.000960185,0.01562483,0,0.002564131,0.003218802,0.000316425,0.000240046,4.36E-05,0,0,0,0.968564851,0,0,0.007986994,0,0,0,0,0,1.09E-05,0.000196401,0,0,0,0,0,9.82E-05,0,0,0.000174579
0.014515641,0.008467457,0,0.019589396,0.004200128,0.003561708,0,0.006216189,0,0.000806425,0.000168005,0.906790766,0,0.000302409,0.006888209,0,0,6.72E-05,0,0,0.001344041,0.02137025,0,0,0.000134404,0,0,0.00426733,0,0,0.00131044
0.025624774,0.01403477,0,0.050525172,0.011590004,0.00760594,0,0.012676566,0,0.000362188,9.05E-05,0.804237595,0.000271641,0.001720391,0.02426657,0.000271641,0,0,0,0,0.000724375,0.031329229,0,0,0,0,0,0.008058674,0,0,0.006609924
0.005212615,0.0008746,0,0.002151516,0.029456524,0,0,0.00078714,0,0,0.002046564,0.933740314,0,0.001276916,0.023159405,0,0,0,0,5.25E-05,5.25E-05,0.000682188,0,0,0,0,0,0,0,0,0.000507268
0.00956149,0.012089241,0,0.012309045,0.005751548,0,0,0.001501997,0,0.000293072,0.000329707,0.941165696,0,0,0.014323918,0,0,0,0,0,0,0.000549511,0,0,0,0,0,0,0,0,0.002124776
0.00510618,0.008780721,0,0.020186113,0.058935815,9.54E-05,0,0.000334049,0,0,0.001956574,0.89234073,0,0.000190885,0.006490098,0,0,0,0,0,0.000334049,0.003674541,0,0,0.000429492,0,0,0,0,0,0.001145311
0.002140778,0.002226409,0,0.001969515,0.013700976,0.000428156,0,0.001883884,0,0,0,0.96814523,0,0,0.006165439,0,0,0,0,0,0.000428156,0.00077068,0,0,0.000342524,0,0,0.000342524,0,0,0.001455729
8.47E-05,8.47E-05,0,0.000338753,0.003429878,0,0,0,0,0,0,0.994876355,0,0,0.000550474,0,0.000296409,0,0,0,0,0.000338753,0,0,0,0,0,0,0,0,0
0.001164934,0.000693062,0,0.001828504,0.003258866,7.37E-05,0,0.000103222,0,0,0,0.976952002,0,0,0.001607314,0.001592568,0,0,0,1.47E-05,0.00022119,0.01231291,0,0,0,0,0,7.37E-05,0,0,0.000103222
0.000495442,0.003220373,0,0.006787554,0.002873563,0.001089972,0,4.95E-05,0,0.000198177,0.000297265,0.984393579,0,0,0,0,0,0,0,0,0,0.000495442,0,0,0,0,0,0,0,0,9.91E-05
0.00154016,0.00078461,0,0.008020458,0.00552133,0.000552133,0,0.009880274,0,5.81E-05,0,0.950802046,0,0,0.018336627,0,0,0,0,0,2.91E-05,0.003487156,0,0,0.000203417,0,0,0,0,0,0.00078461
0.001066557,0.002572284,0,0.002195852,0.0006722,1.79E-05,1.79E-05,0.000241992,0,0,0,0.985157832,0,0,0.000743901,0,0,0,0,0,0,0.006865399,0,0,0,0,0,0,0,0,0.000448133
