o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,o34,o35,o36,o37,o38,o39,o40,o41,o42,o43,o44,o45,o46,o47,o48,o49,o50,o51,o52,o53,o54,o55,o56,o57,o58,o59,o60,o61,o62,o63,o64,o65,o66,o67,o68,o69,o70,o71,o72,o73,o74,o75,o76,o77,o78,o79,o80,o81,o82,o83,o84,o85,o86,o87,o88,o89,o90,o91,o92,o93,o94,o95,o96,o97,o98,o99,o100,o101,o102,o103,o104,o105,o106,o107
0.008756567,0.001059262,0,0,1.41E-05,0,2.82E-05,0,0,0.000706175,0,0.000353087,0.001468844,4.24E-05,0,0.000155358,0.029772329,0,0,0,0,0,9.89E-05,0,8.47E-05,0,0,0.010267781,0.00032484,0,0.000720298,0,1.41E-05,0,0,1.41E-05,0,0,0.000169482,0.000466075,0,0,0.849641263,0.001595955,0,0,0,1.41E-05,0,0,0,0.000197729,0,0.009773459,0.02319078,0,0,0.000169482,0,0,0.000353087,0,0,0,0.000141235,0.016100785,4.24E-05,0.003036552,0.000141235,0,0,0,0,0,0,0,0,0,0.000805039,0,0,2.82E-05,0.000310717,0,0.000112988,8.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,0,0,0,1.41E-05,0.02634032,0.013374951
0.01446939,0.024267684,0,0,0.000110093,7.86E-06,0.000110093,0,5.50E-05,0.008036803,0,0.007517792,0.001211025,0.000880745,1.57E-05,0.00287815,0.021428852,7.86E-06,0,0.000747061,7.86E-06,0,0.002060315,0,0.001297527,0,0,0.014233476,0.000676287,0,0.001226753,0,0,0,0,7.86E-05,0,7.86E-06,0.000251642,0.000982975,0.000275233,0,0.187457241,0.000471828,4.72E-05,0,0,0.000149412,0,0,7.86E-06,0.000314552,2.36E-05,0.003861125,0.016537569,3.15E-05,0.000424645,3.93E-05,0,0,0,0,0,0,0.000408918,0.514599143,0,0.00428577,0.000141548,0,0,0,0,0,0,7.86E-06,0,0,0.010914953,0,0,0.000125821,0.03175402,0.000401054,2.36E-05,0,0,0,0.014139111,0,0.000102229,0,0,0,4.72E-05,3.93E-05,0,0,0,0,0,0,0,0,7.86E-06,0.089922542,0.020870523
0.016656435,0.005729486,0,0,0.0001637,0,0.000245549,0,8.18E-05,0.000736648,0,0.000491099,0,0,0,0.000859423,0.001718846,0,0,0.000777573,0,0,0,0,4.09E-05,0,0,0.025086965,0.000327399,0,0.000245549,0,0,0,0,0,0,4.09E-05,0.000245549,4.09E-05,0,0,0.621649274,0.000368324,0,0,0,0,0,0,0,0.000491099,0,0.060691631,0.016738285,0,0.001718846,0.002578269,0,0,0,0,0,0,8.18E-05,0.069204011,0,0.004665439,0,0,0,0,0,0,0,0,0,0,0.003560467,0,0,0.006547984,0.081031308,8.18E-05,8.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068794762,0.008225905
0.015497267,0.002758413,0,0,0.000250765,0,0.000150459,0,0,0.002908872,0,0.000250765,0,0.000351071,0,0.004212849,0.00050153,0,0,0.000401224,0,0,0.000752294,0,0.001203671,0,0,0.009378605,0.001504589,0,0.000300918,0,0,0,0,0.000752294,0,0.000150459,0.000150459,0.001253824,0,0,0.191835097,0.002256883,0,0,0,0.000351071,0,0,0,0.000200612,5.02E-05,0.438587692,0.01133457,0,0.029891168,0.001303977,0,0,0,0,0.000250765,0,0.000651989,0.06103616,0,0.006620192,0,0,0,0,0,0,0,0,0,0,0.0109835,0,0.000200612,0.002407342,0.023321129,0.001003059,0.000100306,0,0,0,0.001755354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159636893,0.013491148
0.019458315,0.001302649,0,0,5.43E-05,0,0.000135693,0,4.07E-05,6.78E-05,0,0.000787017,0.001085541,0.000841294,0,0.004355732,0.013053626,0,0,5.43E-05,0,0,0,6.78E-05,0.000162831,0,0,0.038251737,0.000569909,0,0.001546895,0,0,0,0,4.07E-05,0,0.000122123,0.000474924,0.005210595,0,0,0.453131785,0.000162831,0,0,0,0,0,0,0,0.000122123,1.36E-05,0.004776379,0.059636887,0,0.000122123,0.000217108,0,0,0,1.36E-05,0.000854863,0,0.000678463,0.02046244,0.000583478,0.003758684,0,0,0,0,0,0,0,0,0,0,0.001682588,0,5.43E-05,0.000257816,0.007205276,0.00109911,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273610508,0.083844442
0.022428991,0.002742409,0,0,0.001322233,4.90E-05,0.005484819,0,0,0.006317336,0,0.007541626,9.79E-05,9.79E-05,0,0.007786484,0.01013712,4.90E-05,0,0.000195886,0,0,0,0,0.00093046,0,0,0.021498531,0,0.00029383,0,0,0,0,0,0,0,0.001175318,0.000979432,0.000146915,0.000440744,0,0.794906954,0.002399608,0,0.000489716,0,0.002693438,0,0.005729677,0,0,0,0.008570029,0,0,0,0,0,0,0,0,0,0,0,9.79E-05,0,0,9.79E-05,0,0,0,0,0,0,0,0,0,0.000734574,0,0.000587659,0.004701273,0.073849167,0.003281097,0,0,0,9.79E-05,4.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011998041,0
0.019416333,0.007766533,0,0,0.016239115,0,0.016592139,0.000235349,0,0.005648388,0,0.009884679,0,0,0,0.003883267,0.001647446,0,0,0.011061426,0,0,0,0,0.003059543,0,0,0.06742763,0,0,0,0,0,0,0,0,0,0.009296305,0.000235349,0,0,0,0.714638739,0.002588844,0,0.001294422,0,0.003765592,0,0.002588844,0,0,0,0.004000941,0,0,0,0.000941398,0,0,0,0,0,0,0.001529772,0.001412097,0,0.000706048,0,0.000117675,0,0,0,0,0,0,0,0,0.002706519,0,0.000823723,0.001882796,0.049188044,0.030360085,0,0,0,0,0,0,0,0,0,0,0,0.000117675,0.000235349,0,0,0,0,0,0,0,0,0.008707931,0
0.03230817,0.001708605,0,0,0.027260019,0,0.008853681,0,0,0.007145076,0,0.000893135,0,0,0,0.011494253,0.001281454,0,0,0.000815471,0,0,0,0,0.002446412,0,0,0.015338614,0,0,0,0,0,0,0,0,0,0.000310655,0.00019416,0,0,0,0.719866418,0.000232992,0,0.000155328,0,0.004737496,0,0.000815471,0.000116496,0,0,0.001786269,0.000116496,0,7.77E-05,0.000543647,0,0,0,0,0,0,0.001825101,0.000621311,0,0.000155328,0,0.000349487,0,0,0,0,0,0,0,0,0.001126126,0,0.011144765,0.000660143,0.08768251,0.045899348,0,0,0,0,0.000271824,0,0,0,0,0,0,0,0.001048462,0,0,0,0,0,0,0,0,0.01063995,7.77E-05
0.093625498,0.027888446,0,0,0.135458167,0,0,0.003984064,0,0.009960159,0,0.017928287,0,0.011952191,0,0.03187251,0,0,0,0.059760956,0,0,0,0,0,0,0,0.065737052,0,0,0,0,0,0,0,0,0,0.003984064,0,0,0,0,0.197211155,0,0,0,0,0,0,0.007968127,0,0.011952191,0,0.035856574,0,0,0,0,0,0,0.001992032,0,0,0,0.005976096,0.017928287,0,0.035856574,0,0,0,0,0,0,0,0,0,0,0.017928287,0,0,0.009960159,0.037848606,0.103585657,0,0,0,0,0,0,0,0,0,0,0,0,0.049800797,0,0,0,0,0,0,0,0,0.003984064,0
0.039986479,0.013898831,0,0,0.123578303,1.99E-05,0.012367772,0.000437445,0,0.006263422,0,0.004752247,0,0,0,0.005885628,0.001411755,0.000218723,0,0.003459795,0,0,0,0,0.000815239,0,0,0.105981071,0,7.95E-05,0,0.002704207,0,0,0,0.000795355,0,0.000815239,0.00035791,0,0,0.000119303,0.081464249,0.002346298,0,0.000159071,0,0.003320608,0,0,0,0.001113497,0,0.005149924,0.000477213,0,9.94E-05,0,0,0,5.97E-05,0,0,0,0.000695936,0.003459795,0.000576632,0,0,0.005348763,0,0,0,0,0,0,0,0,0.010140778,0,0.000318142,0.171577985,0.304104032,0.057981389,0,0,0,0,0,0,0,0,0,0,0.000139187,0,0.000298258,0,0,0,0,0,0,0,0,0.027101726,0.000119303
0.21469035,0.00668907,0,0,0.00275244,0,0.004224676,0.00012802,0,0.006337014,0,0.018947032,0.00268843,0,0,0.030276844,0.040134422,0.000864138,0,0.001216195,0,0,0,0,0.004320691,0,0,0.116018563,0,3.20E-05,0,0,0,0,0,0.000288046,0,0.054792767,0.003392543,0.000256041,0.009761562,0,0.06612258,0.000192031,0,0,0,0.007681229,0,0.000512082,0,0.000192031,0,0.021571451,0.001184189,0,0.000832133,0,0,0,0,0,0,0,0.000704113,0.00012802,0,0.004512722,6.40E-05,0,0,0,0,0,0,3.20E-05,0,0,0.000384061,0,0.019971195,0.009569531,0.22906065,0.007585214,0,6.40E-05,0,0,0.016386622,0,0,0,0,0,0,6.40E-05,0,0,0,0,0,0,0,0,0.000736118,0.087598016,0.007041127
