o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,o34,o35,o36,o37,o38,o39,o40,o41,o42,o43,o44,o45,o46,o47,o48,o49,o50,o51,o52,o53,o54,o55,o56,o57,o58,o59,o60,o61,o62,o63,o64,o65,o66,o67,o68,o69,o70,o71,o72,o73,o74,o75,o76,o77,o78,o79,o80,o81,o82,o83,o84,o85,o86,o87,o88,o89,o90,o91,o92,o93,o94,o95,o96,o97,o98,o99,o100,o101,o102,o103,o104,o105,o106,o107
0.030767527,0.001916048,0,0,0.000930336,0,0.01202791,4.43E-05,0,0.017986488,0,0.010156163,0,0,0,0.005504486,0.006578802,0.000254735,0,0.001528408,0,0,0,0,0.000343338,0,0,0.006434821,0,0,0,0.000443017,0,0,0,5.54E-05,0,0.00941411,0.001927124,0,0.021995791,0,0.718628863,0.002425518,0,0.000697752,0,0.017022926,0,0.000232584,0,0,1.11E-05,0.003245099,1.11E-05,0,5.54E-05,0,0,0,0,0,0,0,0.000708827,0.000232584,9.97E-05,0.000498394,0,8.86E-05,0,0,0,0,0,0,0,0,0.000575922,1.11E-05,0.000143981,0.006944291,0.062210655,0.02654779,0,0,0,0,0.000155056,0,0,0.000886034,0,0,0.000365489,0.000199358,0,0,0,0,0,0,0,0,0.000110754,0.029482778,9.97E-05
0.044847278,0.04458532,0,0,0.002829151,0,0.042332478,0.000209567,0,0.016346204,0,0.010478336,0.000366742,0,0,0.027505632,0.009692461,0.000471525,0,0.01278357,0,0,0,0,0.000209567,0,0,0.042489653,0.000104783,0.000157175,0,0,0,0,0,0.000261958,0,0.022371247,0,0,0.003667418,0,0.371404621,0.002619584,0,0,0,0.002043276,0,0.001205009,0,0,0,0.003667418,0,0,0,0.000209567,0,0,0,0,0,0,0.000419133,0.003929376,0,0.000104783,0,0,0,0,0,0,0,0,0,0.000104783,0.00094305,5.24E-05,0,0.2569288,0.021847331,0.011159428,0.000104783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041494211,5.24E-05
0.072114589,0.014323564,0,0,0.003477397,0,0.112642822,0.000372578,0,0.006085445,0,0.089418778,0.000289783,0,0,0.013785395,0.042970691,0.000124193,0,0.00136612,0,0,0,0,0.003187614,0,0,0.025418116,0,0.002442457,0,0,0,0,0,0,0,0.179375724,0.001324723,0,0.005050505,0,0.155240934,0.006085445,0,0,0,0.004015565,0,0.000496771,0.000413976,0.000124193,0,0.022313297,4.14E-05,0,0.000124193,0,0,0,0,0,0,0,0,0.000496771,0,0.000579566,0,0.000993542,0,0,0,0,0,0,0,0,0.011963901,0,0.002276867,0.016227852,0.127877132,0.03510515,0,0,0,0,0,0,0.000662361,0,0,0,8.28E-05,0.000413976,0,0,0,0,0,0,0,0,0,0.04040404,0.000289783
0.032496103,0.00197471,0,0,0.0037762,0,0.038697384,0.000485016,0,0.035683354,0,0.011744327,0,0,0,0.058305907,0.041815347,0.001143253,0,0.000935389,0,0,0,0,0.000207864,0,0,0.011016802,0,0,0,0,0,0,0,0,0,0.000485016,0.001247185,0,0.005820197,0,0.367503897,0,0,0,0,0.000450372,0,0.000103932,0,0.00017322,0.000103932,0.053143946,0,0,6.93E-05,0,0,0,0,0,0,0,0.000311796,0,0,0.000207864,0.000242508,0,0,0,0,0,0,0,0.000207864,0,0.001143253,3.46E-05,0.000415728,0.00214793,0.24690802,0.004226572,0,0,0,0,0,0,0.010185346,0,0,0,0.000415728,3.46E-05,0,0,0,0,0,0,0,0,0.00034644,0.065442578,0.00034644
0.038208886,0.001904614,0,0,0.000894002,0,0.000155479,0,0,0.006024799,0,0.000194348,0.000816263,0.000155479,0,0.005519493,0.00357601,0,0,0.000583045,0,0,0.000116609,0,0.000505306,0,0,0.204843161,0.002487659,7.77E-05,0.000116609,0,0,0,0,0,0,0.000660784,0.000116609,0.000621915,0,0,0.431842034,0.000349827,0.000116609,0,0,0,0,0,0,0,0,0.009017763,0.004003576,0,0.002915225,3.89E-05,0,0,0,0,0,0,7.77E-05,0.000427566,0,0.000699654,0,0,0,0,0,0,0,0,0,7.77E-05,0.002293311,0,7.77E-05,0.008901154,0.027830684,0.000388697,0.000310957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232168539,0.010883508
0.017783858,0.004494821,0,0,0.00343083,0,0.000716566,0.00036914,0,0.015569018,0,0.001259418,0.000434282,0.000151999,0,0.001519988,0.011009055,0,0,0.001519988,0,0,2.17E-05,0,0.00464682,0,0,0.020867262,0.003604543,0,2.17E-05,8.69E-05,0,0,0,0.000673137,0,0.008229648,0.000217141,0.00195427,0,0,0.521051832,0,0,0,0,0.000434282,0,0.000347426,0,0.000434282,8.69E-05,0.005558813,0.017979285,0,0.000607995,0,0,0,0.002193125,0,0.000151999,4.34E-05,0.000260569,0.001367989,0.021236402,0.000716566,0.000282283,0,0,0,0,0,0,0,0,0,0.001715415,0,6.51E-05,0.014114173,0.047401906,0.005341672,6.51E-05,0.000173713,0,0,0,0,0,0,0,0,0,0,0.000586281,0,0,0,0,0,0,0,0,0.252231125,0.00697023
0.020318139,0.002762554,0,0,4.46E-05,0,0,0,0.000178229,0.000267344,0,0,0.000267344,0,0,0.001203048,0.071826405,0,0,0,0,0,0,0,8.91E-05,0,0,0.01265428,0,0,4.46E-05,0,0,0,0,0,0,0.423472798,0.000222787,0,0,0,0.314619258,0.000311901,4.46E-05,0,0,0,0,4.46E-05,0,0.000935704,0,0.000802032,0.036893463,0,0.000401016,0.000757474,0,0,0,0,0,0,0,0.003208127,0,0.000133672,0,0,0,0,0,0,0,0,0,0,0.000980261,0,0,0.000356459,0.002717997,0.000311901,0.000178229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077084169,0.026868066
0.006576216,0.002424564,0,0,0.00083033,0,0.000747297,0,0,0.002673664,0,0.000548018,0.000215886,9.96E-05,0,0.000946577,0.018317087,8.30E-05,0,0.000298919,0,0,1.66E-05,0,0.000797117,0,0,0.005214474,0.001394955,0,4.98E-05,0.000132853,0,0,0,0,4.98E-05,0.032316455,0.000415165,1.66E-05,1.66E-05,0,0.825232077,0.000448378,3.32E-05,0,0,9.96E-05,0,0.000631051,0,0.000531411,8.30E-05,0.006642642,0.020226846,0.000132853,0.001577628,0.007140841,0,0,1.66E-05,0,0,0,6.64E-05,0.005330721,0,0.001079429,0.000514805,0,0,0,0,0,0,0,3.32E-05,0,0.000282312,0,1.66E-05,0.004417357,0.019047777,0.002125646,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0.000182673,0,0,0,0,0,0,0,0,0.027782852,0.002109039
0.024032228,0.002176329,0,0,0,0,4.63E-05,4.63E-05,4.63E-05,0.000694573,0,4.63E-05,0.000185219,4.63E-05,0,0.000370439,0.010464901,0,0,0,0,0,0,0,4.63E-05,0,0,0.036951287,0.000555658,0,0.000740878,0,0,0,0,0.000555658,0,0.000370439,0,0.000509354,0,0,0.686701241,0.000648268,0,0,0,0,0,0,0,9.26E-05,0,0.004121134,0.05760326,0,9.26E-05,0.001065012,0,0,0,0,0,0,0.000277829,0.004074829,0.027690313,0.001157622,0,0,0,0,0,0,0,0,0,0,0.003935914,0,0,0.001250232,0.028477496,0.000555658,4.63E-05,9.26E-05,0,0,0.000370439,0,0,0,0,0,4.63E-05,0,0,0,0,0,0,0,0,0,0,0.088766438,0.015049083
0.005830183,0.002049398,0,0,0,0,3.53E-05,0,0,0.000530017,0,3.53E-05,0,0,0,0.002614749,0.000424013,0,0,3.53E-05,0,0,0,0,0.000106003,0,0,0.00628953,0.000600685,0,0.000106003,0,0,0,0,0,0,0.000706689,3.53E-05,0,0,0,0.942086852,0,0,0,0,0,0,0,0,0,0,0.001166037,0.006713544,0,0,0,0,0,0,0,0,0,0.000671354,0.007985584,0,0.002508745,0.000282676,0,0,0,0,0,0,0,0,0,7.07E-05,0,0,0.000141338,0.006042189,0,0,0,0,0,0.000530017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009328292,0.003074096
0.006091505,0.009446247,0,0,0,6.62E-05,0.000882827,0,0,0.001258028,0,0.000132424,0.000220707,0,0,0.001390452,0.000882827,2.21E-05,0,0,0,0,0,0,0.000816615,0,0,0.001809795,8.83E-05,0,0.000176565,0,0,0,0,0,0,0.002869187,0.000419343,0.000728332,0,0,0.901013044,0,0,0,0,4.41E-05,0,0,0,8.83E-05,0,0.003354742,0.001390452,0,0,2.21E-05,0,0,0,0,0,0,0.008519279,0.000419343,0.000242777,0.001522876,0,0,0,0,0,0,0,0,0,0,0.000198636,0,0.000110353,0.000176565,0.025381271,0,0,0,0,0,0.000949039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028471165,0.000794544
0.012218404,0.001390934,0,0,2.73E-05,0,2.73E-05,0,0,0.000300005,0,0.000109093,8.18E-05,0,0,0.000163639,0.001800033,0,0,0,0,0,0,0,2.73E-05,0,0,0.00160912,0.000245459,0,0,0,0,0,0,0,0,0.000272732,0.000136366,0.000327279,0,0,0.932798778,0,0,0,0,5.45E-05,0,0,0,0,0.000245459,0.002345497,0.000736377,0,2.73E-05,0,0,0,0,0,0,0,0.000109093,0.003163694,0,0.000436372,0.000136366,0,0,0,0,0,0,0,0,0,0.000681831,0,0,0.000163639,0.002263678,0.000190913,0,0,0,0,5.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035618829,0.002236404
0.016770101,0.005709557,0,0,0.00011033,0,2.76E-05,0,0,0.002399669,0,0.000772307,5.52E-05,0,0,0.00137912,0.000910219,0,0,0.00011033,0,0,0,0,0.000193077,0,0,0.002041098,5.52E-05,0,0.000330989,0,0,0,0,0,0,0.00206868,5.52E-05,0.001241208,0,0,0.775037926,0,0,0,0,0.000193077,0,0,0,0.000193077,5.52E-05,0.035636464,0.003309888,0,2.76E-05,0,0,0,0,0,0,0,0.000992966,0.00057923,0.000137912,0.004440767,0.00011033,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,5.52E-05,0.114908289,0,2.76E-05,0,0,0,0.003392635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024051855,0.002565163
0.010522073,0.002927512,0,0,0.000148497,0,0.000106069,0,0,0.000615202,0,0.000106069,0,0,0,0.002057744,0.013492013,0,0,0.000169711,0,0,0,0,0.000190925,0,0,0.014340567,0.000318208,0,6.36E-05,0,0,0,0,6.36E-05,0,0.001548612,0,0.001272831,0.00027578,0,0.749443136,0,0,0,0,0,0,0,0,4.24E-05,4.24E-05,0.111500032,0.024014086,0,0,2.12E-05,0,0,0,0,0,0,0.000615202,0.00120919,0,0.017077155,0,0,0,0,0,0,0,0,4.24E-05,0,0.000233352,0,0,0,0.024947496,0.000339422,0,0,0,0,0.00093341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019898598,0.001421328
0.009982168,0.007254991,0,0,0.000314674,0,0.000786686,0,0,0.000437048,0,0.000104891,0.000157337,0.000104891,0,0.001678263,0.000594385,0,0,0.000157337,0,0,0,0,0.000769204,0,0,0.00596133,0.000157337,0,0,0,0,0,0,0,0,0.04034824,0.000839131,0.000104891,1.75E-05,0,0.891017797,0,0,0,0,8.74E-05,0,0.000122373,0,8.74E-05,0,0.001905528,0.000262229,0,0,5.24E-05,0,0,0,0,0,0,0.001940492,0.000139855,0,0.000349638,1.75E-05,0,0,0,0,0,0,0,0,0,0.000681794,0,1.75E-05,0.002779623,0.019282543,0.000856613,0,0,0,0,0.000384602,0,0,0,0,0,0,0,1.75E-05,0,0,0,0,0,0,0,0,0.009789867,0.000437048
0.009207451,0.002620582,0,0,0.001274878,0,0.002620582,7.08E-05,0,0.034280048,0,0.008428359,0,0,0,0.007365961,0.000920745,0,0,0.000141653,0,0,0,0,0.000354133,0,0,0.004603725,0,0,0,0,0,0,0,0,0,0.01352787,0.000637439,0.000354133,0,0,0.858488562,0.000283306,0,0.00021248,0,0.001487357,0,0,0,0.001133225,0.000141653,0.004249593,0,0,0.000141653,0,0,0,0,0,0,0,0,0,7.08E-05,0,0,0,0,0,0,0,0,0,0,0,0.000637439,0,7.08E-05,0.001204051,0.036688151,0.003541327,0,0,0,0,0,0,0,0,0,0,0,0,0.000141653,0,0,0,0,0,0,0,0,0.005099511,0
0.007338399,0.009524305,0,0,0.001040908,0,0.003226814,0,0,0.000104091,0,0.001457271,0,0,0,0.001457271,0.004163631,5.20E-05,0,5.20E-05,0,0,0,0,0.00202977,0,0,0.000988862,0,0,0,0,0,0,0,0,0,0.02368065,0.000260227,0.000156136,0.000156136,0,0.915478297,0.000728635,0,0,0,0.000572499,0,0.000156136,0,0,0.001249089,0.002758405,0,0,0,0,0,0,0,0,0,0,0.000728635,0.000312272,0.000208182,0.000312272,0,0.000208182,0,0,0,0,0,0,0,0,0.000780681,0,0.000884772,0,0.01691475,0.000936817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002081815,0
0.000846571,0.861112494,0,0,0,0,0.000448185,0,0,0.000746975,0,9.96E-05,0,0,0,0.000199193,0.000149395,0,0,9.96E-05,0,0,0,0,0,0,0,0.003934067,0,0,0,0,0,0,0,0,0,0.002987899,0,0,4.98E-05,0,0.124595389,0,0,0,0,0,0,0,0,0,0,0.000248992,4.98E-05,0,0,0,0,0,0,0,0,0,0.000248992,0,0,0.000149395,0,0.000199193,0,0,0,0,0,0,0,0,0.000199193,0,0,0.000248992,0.002838504,0.000199193,0,0,0,0,0,0,0,0,0,0,0,0,4.98E-05,0,0,0,0,0,0,0,0,0.00029879,0
0.002095378,0.001223578,0,0,0.000978863,0,0.007677954,0,0,0.000489431,0,0.000963568,0,0,0,0.000137653,6.12E-05,0,0,0.000397663,0,0,0,0,0,0,0,0.001315347,0,0.000504726,0,0,0,0,0,0,0,0.02541984,4.59E-05,0,0,0,0.948150867,7.65E-05,0,0.002890704,0,4.59E-05,0,0,0,0,0,0.000305895,4.59E-05,0,4.59E-05,0,0,0,0.000122358,0,0,0,3.06E-05,0,0,0,0,0.000244716,0,0,0,0,0,0,0,0,0.000458842,0,0.000214126,0,0.004251935,0.000764736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001040042,0
0.001572476,0.000749119,0,0,0.000364436,0,0.002490315,0,0,0.066239691,0,0.002206865,0,0,0,0.01209389,0.074520496,6.75E-06,0,0.000263204,0,0,0,0,4.72E-05,0,0,0.008807213,0,0,0,0,0,0,0,0,0,8.10E-05,0.000438673,0,0.000148474,0,0.819536491,0.000492664,0,0,0,0.000202465,0,0,0,0,6.75E-06,0.000877347,0,0,0,0,0,0,6.75E-06,0,0,0,0,0.000101232,0,8.77E-05,0,0,0,0,0,0,0,0,0,0,0.000317195,0,6.75E-06,6.07E-05,0.004359739,0.000438673,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003414904,3.37E-05
0.009841399,0.059308662,0,0,0.000601871,1.63E-05,0.001203741,3.25E-05,0,0.010101667,0,0.000829606,0,0,0,0.004017893,0.004570964,8.13E-05,0,0.007157381,0,0,0,0,0.000146401,0,0,0.002374949,4.88E-05,0,0,0,0,0,0,3.25E-05,0,0.002667751,0.000732005,9.76E-05,0.001122407,0,0.733403823,1.63E-05,0,0.000227735,0,0.000601871,0,0,0,0.000227735,0,0.050849939,1.63E-05,0,0,0,0,0,9.76E-05,0,0,0,0.000178935,8.13E-05,1.63E-05,0.000439203,0,0,0,0,0,0,0,0,0,0,9.76E-05,0,0,0.000422936,0.076893046,0.004017893,0,0,0,0,3.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027360716,3.25E-05
0.001739635,0.000217454,0,0,7.25E-05,0,0,0,0,0.072086112,0,0.000543636,0,0,0,0,7.25E-05,0,0,0,0,0,0,0,0,0,0,0.001051029,0,0.002536967,0,0,0,0,0,0,0,0.623586547,0,0,0,0,0.264134532,0,0,0.031893302,0,0,0,0,0.000108727,0,0,0.000434909,0,0,0,0,0,0,0,0,0,0,0.000289939,0,0,0,0,7.25E-05,0,0,0,0,0,0,0,0,7.25E-05,0,0,0,0.000217454,0.000217454,0,0,0,0,0.000253697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398666,0
0.001518214,0.004191592,0,0,0.000288791,0,0.002145303,0,0,0.000470316,0,0.002920913,0,0,0,0.001765749,0.000726103,6.60E-05,0,0.015916498,0,0,0,0,7.43E-05,0,0,0.000247535,0,0,0,0,0,0,0,0,0,0.00361401,8.25E-05,0,0.000115516,0,0.960122117,0.000198028,0,0,0,4.95E-05,0,0,0,2.48E-05,0,0.000132019,8.25E-06,0,2.48E-05,0,0,0,0,0,0,0,0,8.25E-06,0,0,0,0,0,8.25E-06,0,0,0,0,0,0,0.000181526,0,0,4.95E-05,0.001229424,1.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003803787,0
0.008076181,0.00229026,0,0,0.00052234,0,0.017317583,0,0,0.00064288,0,0.006830601,0,0,0,0.00044198,0.0002009,0,0,0.0002009,0,0,0,0,0.0002009,0,0,0.00144648,0.00032144,0,0,0,0,0,0,0,0,0.384603022,0.00064288,0,0.00056252,0,0.545885567,0.00056252,0,0.021295403,0,0.00016072,0,0,8.04E-05,8.04E-05,0,0.00012054,0,0,4.02E-05,0,0,0,8.04E-05,0,0,0,0.00012054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044198,0,0,4.02E-05,0.005625201,0.0008036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028126,8.04E-05
0.007666069,0.002778071,0,0,0.000281324,0,0.000105496,0,0,0.00541548,0,0,0,0,0,0.000105496,0.000879136,0,0,0,0,0,0,0,0.000140662,0,0,0.002813236,0.001582445,0,3.52E-05,0,0,0,0,0.000140662,0,0.104933713,0,0.000175827,0,0,0.796954672,3.52E-05,0,0,0,0.000105496,0,0,0,0.000210993,7.03E-05,0.006153954,0.00116046,0,3.52E-05,0.001758273,0,0,0,0,0,0,0.000703309,0.002531913,0,0.000597813,0.000105496,0,0,0,0,0,0,0,0,0,0.000140662,0,0,7.03E-05,0.042409537,0,0,0,0,0,0.000140662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018989345,0.00077364
0.007245127,0.006123857,0,0,0,0,0,0,0,0.013886493,0,4.31E-05,0,0,0,0.000517509,0.002630671,8.63E-05,0,8.63E-05,0,0,0,0,0.000215629,0,0,0.001940659,0.000905641,0,0,0,0,0,0,0,0,0.000388132,0.000129377,0,0,0,0.902406417,0,0,0,0,0,0,0,0,0.000388132,4.31E-05,0.005735725,0.000819389,0,0.000129377,8.63E-05,0,0,0,0,0,0,0.000129377,0.004786959,0,0.000345006,0.001336898,0,0,0,0,0,0,0,0,4.31E-05,0,0,0,0.000776264,0.031826807,0,0,0,4.31E-05,0,0.000948767,0,4.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015913403,0
0.00708735,0.002347257,0,0,9.12E-05,0,0.0004102,0,0,0.000546934,0,0.0002051,9.12E-05,2.28E-05,0,0.000797612,0.001025501,0,0,0.000136733,0,0,0,0,4.56E-05,0,0,0.001959846,0.000524145,0,0,0,0,0,0,0,0,0.000227889,0.000136733,0,0.000478567,0,0.949682095,0.000387411,6.84E-05,0,0,0,0,0,0,0.000273467,0,0.000250678,0.000182311,0,0,6.84E-05,0,0,0,0,0,0,0,0.001549646,0,4.56E-05,0.001435701,0,0,0,0,0,0,0,0,2.28E-05,9.12E-05,0,0.0002051,0.001139445,0.019507304,6.84E-05,0,0,0,0,4.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008112851,0.000729245
0.065142259,0.022585888,0,0,0.020232024,0,0.003605522,0.001756057,0.000186815,0.010368212,0,0.004203329,0,0.001756057,0,0.016514413,0.003642885,0,0,0.007472585,0,0,0,0,0.002596723,0,0,0.011825366,0.000616488,0,0,0.001064843,0,0,0,0.001008799,0,0.000168133,0.000186815,0.000410992,0.000317585,3.74E-05,0.47725532,0.000205496,0,1.87E-05,0,0.001345065,0,0.002260457,0,0.000560444,3.74E-05,0.018681462,0.004633003,0,0.000467037,9.34E-05,0,0,0.000392311,0,0.000336266,0,0.002746175,0.019559491,0.000280222,0.001774739,0.000242859,0.000112089,0,0,0,0,0,0,5.60E-05,0,0.009695679,0,5.60E-05,0.006538512,0.179883801,0.027835379,0,0,0,0,0.010256123,0,0,0,0,0,0,0,0.009882494,0,0,0,0,0,0,0,0,0.045508042,0.003586841
0.034972517,0.031049385,0,0,0.018000252,0,0.000986028,0.001783242,0,0.01009105,0,0.002097931,0.000146855,0.001195821,0,0.005664415,0.006272815,0,0,0.006545546,0,0,0,0,0.00092309,0,0,0.013888306,0.000860152,0.000272731,0.000188814,0.002118911,0,0,0,0.000629379,0.000482524,0.108693828,0.000188814,0.00029371,0.000251752,0,0.478999706,6.29E-05,0,0,0,0.000419586,0,0.001447573,0.000335669,0.000545462,0.000419586,0.00887425,0.003125918,0.000419586,0.000839173,0.000881131,0,0,0.001174842,0,0.000671338,0,0.002895145,0.006042043,0.000209793,0.064993916,0.000398607,0,0,0,0,0,0,4.20E-05,2.10E-05,0,0.003440608,0,0.000104897,0.005097973,0.088784459,0.023958377,0,0,0,0,0.003104939,0,0,0,0,0,0,0,0.008139974,0,0,0,0,0,0,0,0,0.036126379,0.010825326
0.000168397,9.36E-05,0,0,1.87E-05,0,1.87E-05,0,0,0,0,0.00022453,0,0,0,0,0.000860698,0,0,0,0,0,0,0,0,0,0,0.000112265,0,0,0,0,0,0,0,0,0,9.36E-05,0,0,0,1.87E-05,0.996519787,0,0,0,0,7.48E-05,0,0,0,0,0,1.87E-05,0,0,0.000187108,0,0,0,0,0,0,0,0,7.48E-05,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001178782,0
0.00026686,3.81E-05,0,0,0,0,3.81E-05,0,0,0,0,3.81E-05,0,0,0,0.000190614,0.000228737,0,0,0,0,0,0,0,0,0,0,7.62E-05,0,0,0,0,0,0,0,0,0,0.007357707,0.000724334,0,0,0,0.717242957,0,0,0,7.62E-05,0,0,0.272959475,0,0,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0.000571842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-05,0
0.000170155,0.000226873,0,0,0,0,0.000113437,0,0,2.84E-05,0,5.67E-05,0,0,0,5.67E-05,0.000113437,0,0,0.001758267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065226,8.51E-05,0,0,0,0.980488912,0,0,0,0,0,0,0,0,0,0,0.015994555,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,2.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51E-05,0
0.002688895,0.004840011,0,0,0,0,0,0,0,0.000537779,0,0.001882226,0,0,0,0.000537779,0.008335574,0.001344447,0,0.004571121,0,0,0,0,0,0,0,0.000268889,0,0,0,0,0,0,0,0,0,0.071793493,0.000268889,0,0,0,0.886528637,0,0,0,0,0,0,0,0,0,0,0.006453348,0,0,0.000268889,0,0,0,0,0,0,0.001344447,0.001613337,0,0,0,0.000268889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537779,0.002420005,0,0,0,0,0.000537779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002957784,0
0.00014466,8.04E-05,0,0,1.61E-05,0,6.43E-05,0,0,0,0,0.000305393,0,0,0,0,0.000626858,0,0,0.000948324,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0.00019288,0,0,0,0.996287069,0,0,0,0,3.21E-05,0,0,0,0,0,6.43E-05,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466126,0,0,0,0,6.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562565,3.21E-05
0.000375674,0.00015027,0,0,0.000135243,0,0.001442589,1.50E-05,0,0,0,0.000315566,0,0,0,9.02E-05,0.00049589,1.50E-05,0,0.002494478,0,0,0,0,0,0,0,0.000751349,0,0,0,0,0,0,0,0.000120216,0,0.000586052,3.01E-05,0,0,0.000435782,0.987332261,0,0,1.50E-05,0,0,0,0.000360647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01E-05,0,0.00015027,0,0,0,0,0,0,0,0,0.000240432,0,0,0.00034562,0.00079643,0.002704855,0,0,0,0,0,0,0,0,0,0,0,0,0.000195351,0,0,0,0,0,0,0,0,0.000375674,0
4.48E-05,4.48E-05,0,0,0,0,5.12E-05,0,0,4.48E-05,0,9.60E-05,0,0,0,1.28E-05,4.48E-05,0,0,0.000147152,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,0,0.998355737,0,0,0,0,6.40E-06,0,0,0,1.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92E-05,0,0,1.92E-05,1.92E-05,0.000806137,0,0,0,0,0,0.000127958,1.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76E-05,0
0.001268843,0.000224628,0,0,3.04E-05,6.07E-06,0.000182131,5.46E-05,0,1.82E-05,0,0.000315693,0,0,0,0.000109278,0.000309622,3.64E-05,0,0.000315693,0,0,0,0,0,0,0,0.000212486,0,0,0,0,0,0,0,0,0,0.000115349,1.82E-05,0,0,0,0.986722682,6.07E-06,0,0,0,9.71E-05,0,1.21E-05,0,0,1.21E-05,0.001001718,0,0,2.43E-05,0,0,0,3.04E-05,0,0,0,0,0,6.07E-06,6.07E-06,0,1.82E-05,0,0,0,0,0,4.86E-05,0,0,1.82E-05,0,0,0.000109278,0.000455326,0.007795188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004189,0
0.0001067,0.000155946,0,0,0,0,0.000402177,0,0,0,0,0.000139531,0,0,0,0,8.21E-06,2.46E-05,0,0.000238023,0,0,0,0,0,0,0,1.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998005532,0,0,8.21E-06,0,8.21E-06,0,0,0,0,0,6.57E-05,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92E-05,0,0,0,0,0.000508877,0,0,0,0,0,0.000139531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85E-05,0
0.001926489,0.000422476,0,0,0.000118293,0,0.001149134,0,0,0,0,0.003160118,0,0,0,5.07E-05,0.000287283,0,0,0.000371779,0,0,0,0,0,0,0,0.00069286,0,0,0,0,0,0,0,0,0,0.000152091,0.000152091,0,0,0,0.981799747,5.07E-05,0,0.006861005,0,0.000185889,0,0,0,0,0,5.07E-05,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118293,0.002129278,0,0,0,0,3.38E-05,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253485,0
